id,name,vat,ref,street,street2,city,state,zip,country,full_address,parsed_building_name,parsed_floor_number,parsed_room_number,parsed_moo,parsed_soi,parsed_sub_district,parsed_district,parsed_province
179,"บริษัท ซีพีแอล กรุ๊ป จำกัด (มหาชน) CPL Group Public Co.,Ltd.",01075370000289,False,สาขา 00016  เลขที่ 189/137 ม.5 ถ.พระราม 2 ต.พันท้านนรสิงห์ อ.เมือง จ.สมุทรสาคร,False,False,,False,,สาขา 00016  เลขที่ 189/137 ม.5 ถ.พระราม 2 ต.พันท้านนรสิงห์ อ.เมือง จ.สมุทรสาคร False False,,,,05,,พันท้านนรสิงห์,เมือง,สมุทรสาคร
180,"บริษัท ธนิน 88 จำกัด  Thanin 88 Co., Ltd.",0265560001056,False,255/1 หมู่ 4 ตำบลป่าขะ อำเภอบ้านนา จังหวัดนครนายก 26110,False,False,,False,,255/1 หมู่ 4 ตำบลป่าขะ อำเภอบ้านนา จังหวัดนครนายก 26110 False False,,,,04,,ป่าขะ,บ้านนา,นครนายก
182,"บริษัท ดีดี สแปร์พาร์ท แอนด์เซอร์วิส จำกัด  DD Spare part and services Co.,Ltd.",0105556020298,False,9/42 ซ.เฉลิมพระเกียรติ ร.9 ซอย 38 แขวงดอกไม้ เขตประเวศ กทม. 10250,False,False,,False,,9/42 ซ.เฉลิมพระเกียรติ ร.9 ซอย 38 แขวงดอกไม้ เขตประเวศ กทม. 10250 False False,,,,10250,38,ดอกไม้,ประเวศ,
183,บริษัท โปรฟิท พลาสติก รีไซเคิล จำกัด,0145555001052,False,(สำนักงานใหญ่) 1/6 หมู่ 7 ตำบลบ้านช้าง,อำเภออุทัย  จังหวัดพระนครศรีอยุธยา  13210,False,,False,,(สำนักงานใหญ่) 1/6 หมู่ 7 ตำบลบ้านช้าง อำเภออุทัย  จังหวัดพระนครศรีอยุธยา  13210 False,,,,07,,บ้านช้าง,อุทัย,พระนครศรีอยุธยา
184,"บริษัท ดีดี รีไซเคิล 59 จำกัด DD Recycle 59 Co.,Ltd",0105563059463,False,(สำนักงานใหญ่) 105 ซอยเพชรเกษม 76 แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160,False,False,,False,,(สำนักงานใหญ่) 105 ซอยเพชรเกษม 76 แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร 10160 False False,,,,76,,บางแคเหนือ,บางแค,
185,"บริษัท พรเจริญ แบตเตอร์รี่ จำกัด  Porncharoen Battery Part., Ltd. (BT016)",0445567002099,False,(สำนักงานใหญ่) 930 ถนน นครสวรรค์ ตำบลตลาด อำเภอเมืองมหาสารคาม จังหวัดมหาสารคาม 44000,False,False,,False,,(สำนักงานใหญ่) 930 ถนน นครสวรรค์ ตำบลตลาด อำเภอเมืองมหาสารคาม จังหวัดมหาสารคาม 44000 False False,,,,44000,,ตลาด,เมืองมหาสารคาม,มหาสารคาม
186,นาย อลงกต บกสุวรรณ  Mr.Alongkot Boksuwan (A003),3860100556041,False,509/452 ซ.ชุมชนพัฒนาใหม่ แขวงคลองเตย เขตคลองเตย กรุงเทพฯ,False,False,,False,,509/452 ซ.ชุมชนพัฒนาใหม่ แขวงคลองเตย เขตคลองเตย กรุงเทพฯ False False,,,,,,คลองเตย,คลองเตย,
187,นายวิชัย เหมณี (W001) Mr. Wichai Hemmanee,1709900175931,False,50/1 หมู่ที่ 5 ต.ปากแรต อ.บ้านโป่ง จ.ราชบุรี,False,False,,False,,50/1 หมู่ที่ 5 ต.ปากแรต อ.บ้านโป่ง จ.ราชบุรี False False,,,,05,,ปากแรต,บ้านโป่ง,ราชบุรี
188,"ห้างหุ้นส่วนจำกัด ก๊อปปี้เซ็นเตอร์เซอร์วิสเทรดดิ้ง Copy centerservice trading Part.,Ltd.",0713560001424,False,21/5 ถ.อู่ทอง ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี,False,False,,False,,21/5 ถ.อู่ทอง ต.บ้านเหนือ อ.เมือง จ.กาญจนบุรี False False,,,,,,บ้านเหนือ,เมือง,กาญจนบุรี
190,"บริษัท ออนตาการพิมพ์ จำกัด  Onta Printing Co., Ltd.",0105539061003,False,175 ถนนวัชรพล แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10230,False,False,,False,,175 ถนนวัชรพล แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร 10230 False False,,,,,,ท่าแร้ง,บางเขน,
191,"บริษัท นิ่มเอ็กซ์เพรส จำกัด  Nim Express Co., Ltd.",False,False,สำนักงานใหญ่ 19/28-30 ถ.พระราม 9 ซ.ศูนย์วิจัย. แขวงบางกะปิ เขตห้วยขวาง กรุงเทพฯ 10310,False,False,,False,,สำนักงานใหญ่ 19/28-30 ถ.พระราม 9 ซ.ศูนย์วิจัย. แขวงบางกะปิ เขตห้วยขวาง กรุงเทพฯ 10310 False False,,,,09,,บางกะปิ,ห้วยขวาง,
192,นิติบุคคลอาคารชุด สมาร์ทคอนโด วัชรพล  Smart Condo Watcharapol Juristic Person,False,False,252 อาคาร C ชั้น 1 แขวงท่าแร้ง เขตบางเขน กรุงเทพฯ 10230,False,False,,False,,252 อาคาร C ชั้น 1 แขวงท่าแร้ง เขตบางเขน กรุงเทพฯ 10230 False False,C ชั้น,1,,,,ท่าแร้ง,บางเขน,
194,นางสาวน้ำผึ้ง แน่งน้อย Miss Namphueng Naengnoi,5710100012391,False,167/3 หมู่ที่ 2 ตำบลลาดหญ้า อำเภอเมืองกาญจนบุรี จังหวัดกาญจนบุรี 71190,False,False,,False,,167/3 หมู่ที่ 2 ตำบลลาดหญ้า อำเภอเมืองกาญจนบุรี จังหวัดกาญจนบุรี 71190 False False,,,,02,,ลาดหญ้า,เมืองกาญจนบุรี,กาญจนบุรี
195,บมจ.บิ๊กซี ซูเปอร์เซ็นเตอร์  Big C Supercenter Public Company Limited.,0107536000633,False,786/8 ถนนแสงชูโตเหนือ ตำบลท่ามะขาม อำเภอเมืองกาญจนบุรี จังหวัดกาญจนบุรี 71000,False,False,,False,,786/8 ถนนแสงชูโตเหนือ ตำบลท่ามะขาม อำเภอเมืองกาญจนบุรี จังหวัดกาญจนบุรี 71000 False False,,,,,,ท่ามะขาม,เมืองกาญจนบุรี,กาญจนบุรี
197,สถานีตำรวจภูธรลาดหญ้า Latya Police Station,False,False,ต.ลาดหญ้า อ.เมือง จ.กาญจนบุรี,False,False,,False,,ต.ลาดหญ้า อ.เมือง จ.กาญจนบุรี False False,,,,,,ลาดหญ้า,เมือง,กาญจนบุรี
198,"บริษัท เอสซีซี รีไซเคิล จำกัด (BT013) SCC Recycle Co.,Ltd",0115562023546,False,79 หมู่ที่ 3 ตำบลวังหิน อำเภอโนนแดง จ.นครราชสีมา 30360,False,False,,False,,79 หมู่ที่ 3 ตำบลวังหิน อำเภอโนนแดง จ.นครราชสีมา 30360 False False,,,,03,,วังหิน,โนนแดง,นครราชสีมา
199,"บริษัท เอแอนด์เจ อินเตอร์ ขนส่ง จำกัด A&J INTER TRANSPORT CO.,LTD.",0105554114279,False,แผนที่	9/42 อาคารศุภาลัยพรีเมียร์ รัชดา-นราธิวาส-สาทร ถนนรัชดาภิเษก แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120,False,False,,False,,แผนที่	9/42 อาคารศุภาลัยพรีเมียร์ รัชดา-นราธิวาส-สาทร ถนนรัชดาภิเษก แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120 False False,ศุภาลัยพรีเมียร์ รัชดา-นราธิวาส-สาทร,,,,,ช่องนนทรี,ยานนาวา,
200,กรมศุลกากร  Thai Customs,0994000163011,False,1 ถ.สุนทรโกษา แขวงคลองเตย เขตคลองเตย กทม. 10110.,False,False,,False,,1 ถ.สุนทรโกษา แขวงคลองเตย เขตคลองเตย กทม. 10110. False False,,,,10110,,คลองเตย,คลองเตย,
201,"บริษัท เกรทติ้ง ฟอร์จูน คอนเทนเนอร์ เซอร์วิส (ประเทศไทย) จำกัด Greating Fortune Container Service (Thailand) Co.,Ltd",0105553077965,False,333/4,False,False,,False,,333/4 False False,,,,,,,,
202,"บริษัท สหไทย เทอร์มินอล จำกัด (มหาชน) Sahathai Terminal Pub Co,Ltd",0107560000192,False,(สำนักงานใหญ่) 51/1 หมู่ที่ 3 ถนนปู่เจ้า(สำนักงานใหญ่) สมิงพราย ตำบลบางหญ้าแพรก อำเภอพระประแดง จ.สมุทรปราการ 10130,False,False,,False,,(สำนักงานใหญ่) 51/1 หมู่ที่ 3 ถนนปู่เจ้า(สำนักงานใหญ่) สมิงพราย ตำบลบางหญ้าแพรก อำเภอพระประแดง จ.สมุทรปราการ 10130 False False,,,,03,,บางหญ้าแพรก,พระประแดง,สมุทรปราการ
203,"บริษัท เพรสซิเดนท์ เคมีภัณฑ์ จำกัด  President Chemical Co.,Ltd",0105522013442,False,54/15-17 ถนนสุรวงศ์ แขวงสี่พระยา เขตบางรัก กรุงเทพมหานคร 10500,False,False,,False,,54/15-17 ถนนสุรวงศ์ แขวงสี่พระยา เขตบางรัก กรุงเทพมหานคร 10500 False False,,,,,,สี่พระยา,บางรัก,
204,"บริษัท ศรีฟ้าโฟรเซนฟู้ด จำกัด  Srifa frozen food Co.,Ltd.",0715547000799,False,160/304-306 ถ.แสงชูโต ด.บ้านเหนือ อ.เมือง จ.กาญจนบุรี,False,False,,False,,160/304-306 ถ.แสงชูโต ด.บ้านเหนือ อ.เมือง จ.กาญจนบุรี False False,,,,,,,เมือง,กาญจนบุรี
205,บริษัท เจนก้องไกล จำกัด (มหาชน) Jenkongklai public company limited,0107566000151,False,254 ถ.พญาไท แขวงวังใหม่ เขตปทุมวัน กทม. 10330,False,False,,False,,254 ถ.พญาไท แขวงวังใหม่ เขตปทุมวัน กทม. 10330 False False,,,,10330,,วังใหม่,ปทุมวัน,
207,สน.ปตท.บริษัท ไอเอสเค บิสซิเนส จำกัด,0715553000681,False,55 ม.13 ต.ปากแพรก อ.เมือง จ.กาญจนบุรี,False,False,,False,,55 ม.13 ต.ปากแพรก อ.เมือง จ.กาญจนบุรี False False,,,,13,,ปากแพรก,เมือง,กาญจนบุรี
208,บริษัท ปตท.บริหารธุรกิจค้าปลีก จำกัด,0105537121254,False,47/3 ม.2 ทรงคนอง สามพราน นครปฐม,False,False,,False,,47/3 ม.2 ทรงคนอง สามพราน นครปฐม False False,,,,02,,,,
209,"บริษัท แม็กซ์เวลล์ เคมีคอล จำกัด  Maxwell Chemical Co.,Ltd.",0105559085226,False,51 ซอยจันทน์ 16 แยก 2 แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120,False,False,,False,,51 ซอยจันทน์ 16 แยก 2 แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120 False False,,,,,,ทุ่งวัดดอน,สาทร,
212,"หจก.รุ่งโรจน์ 789 แอร์แอนด์เซอร์วิส Rungroj 789 air and service  Part.,Ltd.",0133567000071,False,33/279 ม.2 ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,False,KHLONG LUANG,,False,Thailand,33/279 ม.2 ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120 False KHLONG LUANG,,,,02,,คลองสาม,คลองหลวง,ปทุมธานี
213,"บริษัท ไทย เอส.เอส. อิฐทนไฟ จำกัด (สำนักงานใหญ่) Thai S.S. Refactory Co.,Ltd",0115560008680,False,399/2-3 ม.8 ถ.ปู่เจ้าสมิงพราย ต.สำโรงกลาง อ.พระประแดง จ.สมุทรปราการ,False,False,,False,,399/2-3 ม.8 ถ.ปู่เจ้าสมิงพราย ต.สำโรงกลาง อ.พระประแดง จ.สมุทรปราการ False False,,,,08,,สำโรงกลาง,พระประแดง,สมุทรปราการ
215,"บริษัท ซี พี เอ็ม ออโต้พาร์ท จำกัด  CPM Autoparts Co.,Ltd.",0105551047287,False,22/4 ถนนเคหะร่มเกล้า แขวงสะพานสูง เขตสะพานสูง กทม. 10240,False,False,,False,,22/4 ถนนเคหะร่มเกล้า แขวงสะพานสูง เขตสะพานสูง กทม. 10240 False False,,,,10240,,สะพานสูง,สะพานสูง,
217,ห้างหุ้นส่วนจำกัด ชาญชัยบริการ Chanchai Service Limited Partnership,07135210000170,False,271 ม.1 ต.ลาดหญ้า อ.เมือง จ.กาญจนบุรี,False,False,,False,,271 ม.1 ต.ลาดหญ้า อ.เมือง จ.กาญจนบุรี False False,,,,01,,ลาดหญ้า,เมือง,กาญจนบุรี
218,รุ่งอรุณ Rungarun,3710600574839,False,96/8 ม.3 ต.ท่าล้อ อ.ท่าม่วง จ.กาญจนบุรี,False,False,,False,,96/8 ม.3 ต.ท่าล้อ อ.ท่าม่วง จ.กาญจนบุรี False False,,,,03,,ท่าล้อ,ท่าม่วง,กาญจนบุรี
219,"บริษัท สมาร์ท พาร์ท อินเตอร์ซัพพลาย จำกัด Smart Part Intersupply Co.,Ltd.",0125546008104,False,7 ซอยกรุงเทพนนท์ 6 ต.บางเขน อ.เมืองนนทบุรี จ.นนทบุรี,False,False,,False,,7 ซอยกรุงเทพนนท์ 6 ต.บางเขน อ.เมืองนนทบุรี จ.นนทบุรี False False,,,,,,บางเขน,เมืองนนทบุรี,นนทบุรี
220,พฤฒิพานิชอะไหล่ Pruettiphanit Spare Parts,3719900175415,False,"51,53,55 ถ.แสงชูโตเหนือ ต.ท่ามะขาม อ.เมือง จ.กาญจนบุรี",False,False,,False,,"51,53,55 ถ.แสงชูโตเหนือ ต.ท่ามะขาม อ.เมือง จ.กาญจนบุรี False False",,,,,,ท่ามะขาม,เมือง,กาญจนบุรี
221,"บริษัท ทีเอช วัน ซอส จำกัด TH ONE SOURCE Co.,Ltd.",0135555012909,False,33/119  ม.10 ต.ลาดสวาย อ.ลำลูกกา จ.ปทุมธานี 12150,False,False,,False,,33/119  ม.10 ต.ลาดสวาย อ.ลำลูกกา จ.ปทุมธานี 12150 False False,,,,10,,ลาดสวาย,ลำลูกกา,ปทุมธานี
223,บริษัท  ฮานนาอินสทรูเม้นท์ส (ประเทศไทย)จำกัด Hanna Instruments(Thailand) Ltd,0105542014657,False,410/67-68 ซ.รัชดาภิเษก 24 ถ.รัชดาภิเษก แขวงสามเสนนอก เขตห้วยขวาง กทม. 10310,False,False,,False,,410/67-68 ซ.รัชดาภิเษก 24 ถ.รัชดาภิเษก แขวงสามเสนนอก เขตห้วยขวาง กทม. 10310 False False,,,,10310,,สามเสนนอก,ห้วยขวาง,
224,สำนักงานแรงงานจังหวัดกาญจนบุรี  Kanchanaburi Provincial Labor Office,False,False,สำนักงานแรงงานจังหวัดกาญจนบุรี ตำบลท่าล้อ อำเภอท่าม่วง จังหวัดกาญจนบุรี 71000,False,False,,False,,สำนักงานแรงงานจังหวัดกาญจนบุรี ตำบลท่าล้อ อำเภอท่าม่วง จังหวัดกาญจนบุรี 71000 False False,,,,,,ท่าล้อ,ท่าม่วง,กาญจนบุรี
226,"บริษัท เมืองไทยประกันภัย จำกัด (มหาชน)  Muang Thai Insurance Pub Co.,Ltd",0107551000151,False,252 ถนนรัชดาภิเษก แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,False,False,,False,,252 ถนนรัชดาภิเษก แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310 False False,,,,,,ห้วยขวาง,ห้วยขวาง,
227,กรมธุรกิจพลังงาน Departmert of Energy Business,0994000036337,False,555/2 ศูนย์เอ็นเนอร์ยี่คอมเพล็กซ์ อาคารบี ชั้น 19 แขวงจตุจักร เขตจตุจักร กทม. 10900,False,False,,False,,555/2 ศูนย์เอ็นเนอร์ยี่คอมเพล็กซ์ อาคารบี ชั้น 19 แขวงจตุจักร เขตจตุจักร กทม. 10900 False False,บี ชั้น,19,,10900,,จตุจักร,จตุจักร,
228,"บริษัท คมสันต์อุตสาหกิจ จำกัด Komsun Udsahakit Co.,Ltd.",0195563000591,False,175/1 ม.10 ถ.มิตรภาพ ต.บ้านป่า อ.แก่งคอย จ.สระบุรี 18110,False,False,,False,,175/1 ม.10 ถ.มิตรภาพ ต.บ้านป่า อ.แก่งคอย จ.สระบุรี 18110 False False,,,,10,,บ้านป่า,แก่งคอย,สระบุรี
229,ห้างหุ้นส่วนจำกัด ต.กิตติชัยการช่าง Tor. Kittichai Auto Mechanics Limited Partnership,0193543000411,False,195/3 ม.9 ต.บ้านป่า อ.แก่งคอย จ.สระบุรี 18110,False,False,,False,,195/3 ม.9 ต.บ้านป่า อ.แก่งคอย จ.สระบุรี 18110 False False,,,,09,,บ้านป่า,แก่งคอย,สระบุรี
230,"กรมพัฒนาธุรกิจการค้า กระทรวงพาณิชย์ Department of Business Development, Ministry of Commerce",0994000244746,False,สำนักงานใหญ่ : 563 ถนนนนทบุรี ตำบลบางกระสอ อำเภอเมือง จังหวัดนนทบุรี 11000,False,False,,False,,สำนักงานใหญ่ : 563 ถนนนนทบุรี ตำบลบางกระสอ อำเภอเมือง จังหวัดนนทบุรี 11000 False False,,,,,,บางกระสอ,เมือง,นนทบุรี
231,อ.ภูษา เครื่องเขียน A.Phusa KruengKean,False,False,144/73 ม.1 ต.ลาดหญ้า อ.เมือง จ.กาฐจนบุรี,False,False,,False,,144/73 ม.1 ต.ลาดหญ้า อ.เมือง จ.กาฐจนบุรี False False,,,,01,,ลาดหญ้า,เมือง,กาฐจนบุรี
232,"บริษัท ไซ โกลบอล เอ็กซ์เพรส จำกัด Sai Global Express Co.,Ltd",0105559121184,False,1350/36-37 ไทยรงค์ทาวเวอร์ อาคารบี ชั้นที่ 6 ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250,False,False,,False,,1350/36-37 ไทยรงค์ทาวเวอร์ อาคารบี ชั้นที่ 6 ถนนพัฒนาการ แขวงสวนหลวง เขตสวนหลวง กรุงเทพมหานคร 10250 False False,บี ชั้นที่,6,,,,สวนหลวง,สวนหลวง,
233,"บริษัท ดีเดโป จำกัด D DEPOT CO.,LTD",0105541003015,False,37/59 หมู่ที่ 12 ตำบลบางพลีใหญ่ อำเภอบางพลี จ.สมุทรปราการ 10540,False,False,,False,,37/59 หมู่ที่ 12 ตำบลบางพลีใหญ่ อำเภอบางพลี จ.สมุทรปราการ 10540 False False,,,,12,,บางพลีใหญ่,บางพลี,สมุทรปราการ
235,ร้านวอเตอร์เวย์ เซอร์วิส  Water Way Service,3451200121318,False,สาขาที่ 00001  เลขที่ 113 ม.4 ต.ผึ้งหลวง อ.เฉลิมพระเกียรติ จังหวัดสระบุรี,False,False,,False,,สาขาที่ 00001  เลขที่ 113 ม.4 ต.ผึ้งหลวง อ.เฉลิมพระเกียรติ จังหวัดสระบุรี False False,,,,04,,ผึ้งหลวง,เฉลิมพระเกียรติ,สระบุรี
236,"บริษัท เคอาร์ เพาเวอร์ ทรานสมิชชั่น สเปเชียลลิส จำกัด KR Power Transmission Specialist Co.,Ltd",0305543000500,False,(สำนักงานใหญ่) 1493 ซอยลาดพร้าว 94 ถนนลาดพร้าว แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310,False,False,,False,,(สำนักงานใหญ่) 1493 ซอยลาดพร้าว 94 ถนนลาดพร้าว แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310 False False,,,,,,พลับพลา,วังทองหลาง,
237,"บริษัท สยามภัณฑ์กรุ๊ป จำกัด (มหาชน) Siam Group Public Co.,Ltd.",0107539000111,False,สาขา 00016  เลขที่ 189/137 ม.5 ถ.พระราม 2 ต.พันท้านนรสิงห์ อ.เมือง จ.สมุทรสาคร,False,False,,False,,สาขา 00016  เลขที่ 189/137 ม.5 ถ.พระราม 2 ต.พันท้านนรสิงห์ อ.เมือง จ.สมุทรสาคร False False,,,,05,,พันท้านนรสิงห์,เมือง,สมุทรสาคร
240,"บริษัท ต้าลี่ กรุ๊ป (ประเทศไทย) จำกัด Talie Group (Thailand) Co.,Ltd",0105563170895,False,(สำนักงานใหญ่) 1 อาคารเอ็มไพร์ ทาวเวอร์ ชั้นที่ 47 ยูนิต 4703 (ริเวอร์ 27) ถนนสาทรใต้ แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120,False,False,,False,,(สำนักงานใหญ่) 1 อาคารเอ็มไพร์ ทาวเวอร์ ชั้นที่ 47 ยูนิต 4703 (ริเวอร์ 27) ถนนสาทรใต้ แขวงยานนาวา เขตสาทร กรุงเทพมหานคร 10120 False False,เอ็มไพร์ ทาวเวอร์,47,,,,ยานนาวา,สาทร,
246,บมจ. คุ้มภัยโตเกียวมารีนประกันภัย (ประเทศไทย) Tokio Marine Safety Insurance (Thailand) PCL.,0107563000011,False,(สำนักงานใหญ่) 302 อาคารเอส แอนด์ เอ ชั้นที่ 2-6 ถนนสีลม แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500,False,False,,False,,(สำนักงานใหญ่) 302 อาคารเอส แอนด์ เอ ชั้นที่ 2-6 ถนนสีลม แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร 10500 False False,เอส แอนด์,2,,,,สุริยวงศ์,บางรัก,
248,"บริษัท ยู.ที.ลิฟท์ติ้ง เทค จำกัด U.T.Lifting Tech Co.,Ltd.",0105548008853,False,(สำนักงานใหญ่)119-121 ถ.บางขุนเทียน แขวงแสมดำ เขตบางขุนเทียน กทม. 10150,False,False,,False,,(สำนักงานใหญ่)119-121 ถ.บางขุนเทียน แขวงแสมดำ เขตบางขุนเทียน กทม. 10150 False False,,,,10150,,แสมดำ,บางขุนเทียน,
250,"บริษัท บางกอก คอนเทนเนอร์ เดโป เซอร์วิส จำกัด Bangkok Container Depot Service Co.,Ltd",0115560008116,False,88 หมู่ที่ 20 ตำบลบางหญ้าแพรก อำเภอพระประแดง จ.สมุทรปราการ 10130,False,False,,False,,88 หมู่ที่ 20 ตำบลบางหญ้าแพรก อำเภอพระประแดง จ.สมุทรปราการ 10130 False False,,,,20,,บางหญ้าแพรก,พระประแดง,สมุทรปราการ
253,"บริษัท เอ็มพี สตีล (2019) จำกัด MP.STEEL(2019) Co.,Ltd.",0715562000711,False,112/14  ม.8 ต.หนองบัว อ.เมือง จ.กาญจนบุรี,False,False,,False,,112/14  ม.8 ต.หนองบัว อ.เมือง จ.กาญจนบุรี False False,,,,08,,หนองบัว,เมือง,กาญจนบุรี
